Colgate,27,10,17,37.0,1728.0,64.0,51.0,109.6,692,1427,48.5,270,379,71.2,240,592,40.5,56.9,58.9,26.6,47.7,14.3,38.0,1.1,1894,70.1,48.2,833,30.9,24.1,194,7.2,72.2,639,23.7,78,2.9,56.1,388,14.4,1.26,7.1,123,4.6,17.9,309,11.4,4.0,59,2.2,464,17.2,4
Charleston,29,14,15,48.3,1836.0,63.3,51.6,99.5,641,1542,41.6,358,553,64.7,186,547,34.0,47.6,50.6,35.9,49.8,19.6,30.6,0.99,1826,63.0,53.8,1106,38.1,34.8,349,12.0,72.8,757,26.1,110,3.8,45.7,293,10.1,0.78,7.5,138,4.8,20.5,377,13.0,7.9,121,4.2,539,18.6,22
Colorado,28,20,8,71.4,1932.0,69.0,53.1,106.6,673,1512,44.5,566,782,72.4,148,463,32.0,49.4,54.7,51.7,51.0,27.5,21.6,1.07,2060,73.6,54.5,1064,38.0,34.6,328,11.7,74.4,736,26.3,44,1.6,50.7,341,12.2,0.92,9.3,180,6.4,19.3,372,13.3,6.6,105,3.8,471,16.8,7
Colorado State,28,15,13,53.6,1836.0,65.6,56.5,111.9,674,1570,42.9,562,772,72.8,145,450,32.2,47.5,53.1,49.2,51.5,27.3,21.2,1.12,2055,73.4,54.5,1055,37.7,35.3,358,12.8,73.7,697,24.9,97,3.5,53.1,358,12.8,1.4,7.9,145,5.2,13.9,256,9.1,5.9,88,3.1,509,18.2,25
Columbia,27,17,10,63.0,1714.0,63.5,49.8,107.8,592,1329,44.5,454,594,76.4,210,563,37.3,52.4,57.4,44.7,41.3,24.6,34.1,1.08,1848,68.4,51.2,906,33.6,29.2,237,8.8,73.1,669,24.8,85,3.1,54.2,321,11.9,0.96,8.3,143,5.3,19.5,335,12.4,6.1,86,3.2,501,18.6,8
Connecticut,27,21,6,77.8,1805.0,66.9,53.7,112.1,684,1502,45.5,461,597,77.2,194,497,39.0,52.0,56.6,39.7,48.4,22.8,28.8,1.12,2023,74.9,49.9,969,35.9,32.4,285,10.6,67.3,684,25.3,115,4.3,50.3,344,12.7,1.14,11.0,199,7.4,16.7,302,11.2,10.9,168,6.2,491,18.2,10
Coppin State,27,9,18,33.3,1838.0,68.1,49.2,101.0,601,1556,38.6,461,620,74.4,193,611,31.6,44.8,50.1,39.8,44.0,24.8,31.2,1.01,1856,68.7,47.7,905,33.5,31.1,321,11.9,64.2,584,21.6,95,3.5,49.9,300,11.1,0.94,8.4,155,5.7,17.3,318,11.8,3.7,56,2.1,459,17.0,8
Cornell,24,2,22,8.3,1592.0,66.3,49.4,97.6,570,1383,41.2,246,377,65.3,168,526,31.9,47.3,49.7,27.3,51.7,15.8,32.4,0.98,1554,64.8,48.7,783,32.6,29.1,259,10.8,68.2,524,21.8,76,3.2,46.7,266,11.1,0.9,6.0,96,4.0,18.5,294,12.3,5.0,65,2.7,507,21.1,13
Creighton,27,23,4,85.2,1787.0,66.2,55.4,121.8,748,1499,49.9,402,533,75.4,279,652,42.8,59.2,62.1,35.6,43.1,18.5,38.4,1.22,2177,80.6,50.4,948,35.1,28.0,230,8.5,72.8,718,26.6,81,3.0,65.1,487,18.0,1.82,6.4,114,4.2,14.9,267,9.9,2.8,43,1.6,475,17.6,6
Dartmouth,24,9,15,37.5,1548.0,64.5,52.8,103.5,577,1305,44.2,309,461,67.0,139,386,36.0,49.5,52.6,35.3,54.7,19.3,26.0,1.03,1602,66.8,53.5,813,33.9,33.5,271,11.3,73.5,542,22.6,44,1.8,52.0,300,12.5,0.99,9.0,139,5.8,19.5,302,12.6,6.9,80,3.3,477,19.9,4
Davidson,28,17,11,60.7,1869.0,69.2,53.5,116.4,730,1538,47.5,415,592,70.1,218,584,37.3,54.6,59.8,38.5,47.1,19.1,30.1,1.16,2175,77.7,50.3,875,31.3,28.6,262,9.4,71.9,613,21.9,78,2.8,50.5,369,13.2,1.17,7.9,148,5.3,16.9,316,11.3,3.2,46,1.6,548,19.6,18
Dayton,28,19,9,67.9,1854.0,66.2,55.9,110.6,718,1554,46.2,435,633,68.7,179,484,37.0,52.0,55.3,40.7,52.6,21.2,26.2,1.11,2050,73.2,53.5,988,35.3,36.1,341,12.2,70.8,647,23.1,100,3.6,51.3,368,13.1,1.08,8.8,163,5.8,18.3,340,12.1,5.4,79,2.8,559,20.0,5
Delaware,29,20,9,69.0,2069.0,71.3,54.1,111.0,777,1766,44.0,530,747,71.0,212,619,34.2,50.0,54.1,42.3,49.2,23.1,27.7,1.11,2296,79.2,49.0,1072,37.0,29.9,334,11.5,68.1,738,25.4,107,3.7,39.3,305,10.5,1.06,8.2,169,5.8,13.9,288,9.9,5.8,101,3.5,556,19.2,15
Delaware State,27,9,18,33.3,1667.0,61.7,50.2,99.8,586,1381,42.4,352,514,68.5,139,431,32.3,47.5,51.2,37.2,53.8,21.2,25.1,1.0,1663,61.6,47.7,848,31.4,30.2,266,9.9,65.1,582,21.6,89,3.3,56.8,333,12.3,1.05,8.1,135,5.0,19.0,316,11.7,6.7,94,3.5,483,17.9,4
Denver,27,15,12,55.6,1632.0,60.4,50.4,109.6,617,1333,46.3,335,459,73.0,219,566,38.7,54.5,57.6,34.4,44.5,18.7,36.7,1.1,1788,66.2,45.9,714,26.4,24.4,191,7.1,67.4,523,19.4,57,2.1,67.6,417,15.4,1.54,12.1,198,7.3,16.6,271,10.0,7.7,97,3.6,536,19.9,14
DePaul,28,10,18,35.7,1876.0,69.5,52.8,106.2,655,1542,42.5,453,671,67.5,161,467,34.5,47.7,53.6,43.5,49.6,22.7,24.2,1.06,1993,71.2,51.9,950,33.9,35.4,356,12.7,68.3,594,21.2,109,3.9,47.8,313,11.2,0.84,9.8,184,6.6,19.8,372,13.3,8.6,125,4.5,601,21.5,15
Detroit,29,13,16,44.8,2024.0,69.8,51.9,102.5,709,1699,41.7,479,665,72.0,177,551,32.1,46.9,51.5,39.1,51.3,23.1,25.6,1.02,2074,71.5,52.2,1086,37.4,34.4,367,12.7,69.9,719,24.8,84,2.9,48.2,342,11.8,0.91,10.6,215,7.4,18.5,375,12.9,8.8,139,4.8,622,21.4,11
Drake,29,14,15,48.3,1882.0,64.9,50.2,105.4,674,1494,45.1,414,583,71.0,222,568,39.1,52.5,56.0,39.0,45.6,20.9,33.6,1.05,1984,68.4,50.2,954,32.9,27.4,250,8.6,73.0,704,24.3,77,2.7,54.9,370,12.8,1.07,8.7,164,5.7,18.4,347,12.0,4.0,62,2.1,535,18.4,7
